,index,country,province,region_1,winery,title,variety,price,points,taster_name,description,designation,taster_twitter_handle
65888,65884,Spain,Levante,Jumilla,Bodegas Carchelo,Bodegas Carchelo 2013 C Red (Jumilla),Red Blend,16.0,88,Michael Schachner,"Earthy, rustic, almost nutty aromas are suggestive of the difficult 2013 vintage. On the palate, this blend of Monastrell, Tempranillo, Syrah and Cabernet Sauvignon is direct but high in acid. Earthy black-fruit flavors finish quick, with a lasting salty note.",C,@wineschach
65897,65893,Spain,Northern Spain,Rioja,Marqués de Vargas,Marqués de Vargas 2005 Hacienda Pradalagar  (Rioja),Tempranillo,140.0,88,Michael Schachner,"Leafy, earthy aromas of raisin, baked plum and leather are oaky but also a touch green. High acidity creates an upright, juicy mouthfeel, while shrill, acid-driven flavors of plum and berry fruits end with a green reprise as well as flavors of tobacco and citrus peel. This will last a long, long time; drink through 2030.",Hacienda Pradalagar,@wineschach
65903,65899,Spain,Levante,Valencia,Pago Casa Gran,Pago Casa Gran 2011 Falcata Casa Gran Red (Valencia),Red Blend,18.0,88,Michael Schachner,"Cool, earthy aromas are more brooding than loud and fruity. This organic blend of Garnacha, Syrah and Monastrell features grabby tannins that stop short of being grating. Flavors of baked plum, raspberry and cherry end with medicinal notes and a dose of minty heat. Drink now.",Falcata Casa Gran,@wineschach
65955,65951,Spain,Catalonia,Priorat,Terroir Al Límit,Terroir Al Límit 2014 Les Manyes Garnacha (Priorat),Garnacha,290.0,95,Michael Schachner,"Cinnamon and clove aromas stick out on a nose with light red-fruit scents. Power with restraint describes the palate on this varietal Garnacha from old vines. Dark, slightly baked flavors of brandied cherry and mulled berry fruits finish with a touch of oak and a recurrence of lightly baked fruit notes. Drink through 2026.",Les Manyes,@wineschach
66053,66049,Spain,Northern Spain,Rioja,Ilurce,Ilurce 2011 Rosado Rosé (Rioja),Rosé,10.0,86,Michael Schachner,"Dusty cherry and raspberry aromas taste candied and friendly. The palate on this reddish-colored wine is round and plump, with good texture. It tastes sweet but clean, with flavors of strawberry, cherry and pepper on the finish. 80% Garnacha and 20% Graciano.",Rosado,@wineschach
66103,66098,Spain,Catalonia,Cava,Segura Viudas,Segura Viudas NV Brut Rosé Sparkling (Cava),Sparkling Blend,10.0,87,Michael Schachner,"Raspberry and red-plum aromas are light and a touch smoky. On the palate this is fresh, juicy and driven by good acidity. Bright stone-fruit flavors blend with pie-cherry notes in front of a lasting, citrusy finish.",Brut Rosé,@wineschach
66141,66135,Spain,Catalonia,Cava,Poema,Poema NV Extra Dry Sparkling (Cava),Sparkling Blend,13.0,83,Michael Schachner,"This is a neutral smelling bubbly with a distant hint of nectarine. It's foamy on the palate, with mild citrus flavors along with a touch of green. The finish feels o.k. but doesn't offer much additional flavor.",Extra Dry,@wineschach
66147,66141,Spain,Northern Spain,Ribera del Duero,Viña Vilano,Viña Vilano 2013 Roble  (Ribera del Duero),Tempranillo,7.0,83,Michael Schachner,"Jumpy, spunky aromas of red berries and latex feed into an astringent, tannic palate with tart plum and raspberry flavors.",Roble,@wineschach
66161,66155,Spain,Northern Spain,Rioja,Bodegas Olarra,Bodegas Olarra 2014 Añares Crianza  (Rioja),Tempranillo Blend,18.0,88,Michael Schachner,"The baked berry, raisin and vanilla aromas in this Tempranillo and Garnacha blend are a touch soupy. It's tannic and firm on the palate, with tomato, berry and mildly oxidized flavors.",Añares Crianza,@wineschach
66237,66231,Spain,Northern Spain,Rioja,Artadi,Artadi 2012 Valdegines  (Rioja),Tempranillo,65.0,91,Michael Schachner,"Hailing from a hot, dry year, this single-vineyard Rioja smells grapy and like cassis and fresh herbs. In the mouth, it's loud on the attack but doesn't sport the structure of previous vintages. Short black-fruit flavors pick up complexity and depth with airing, but a quiet, jammy finish confirms that this is up to par but not one of Artadi's standout wines. Drink through 2022.",Valdegines,@wineschach
66414,66410,Spain,Northern Spain,Emporadà-Costa Brava,Martí Fabra,Martí Fabra 2003 Selecció Vinyes Velles Red (Emporadà-Costa Brava),Red Blend,19.0,89,Michael Schachner,"Garnacha is the lead in this five-grape blend, and overall it shows almost all of what's good about Catalonian wine. The nose offers sweet cherry and a whiff of hard dried cheese; the palate is racy at first and then thickens as blackberry, red licorice and fig flavors take over. A steady wine.",Selecció Vinyes Velles,@wineschach
66473,66469,Spain,Northern Spain,Vino de la Tierra de Castilla y León,François Lurton,François Lurton 2008 El Albar Lurton Barricas Tinta de Toro (Vino de la Tierra de Castilla y León),Tinta de Toro,25.0,90,Michael Schachner,"Impressive for a 2008 Tempranillo. This opens with aromas of balsam wood, spice, blackberry and plum. The feel is grippy and intense, with notes of roasted berry, black olive, leather and a mildly-salty flavor. It finishes meaty, lightly herbal and slightly salinic, with a firm feel. Drink now through 2014.",El Albar Lurton Barricas,@wineschach
66478,66474,Spain,Northern Spain,Rioja,Casado Morales,Casado Morales 2007 Gran Reserva  (Rioja),Tempranillo Blend,25.0,86,Michael Schachner,"Rubbery aromas of pencil eraser are also smoky and odd, with the suggestion of clove. In the mouth this is pinched at first, then more oaky and creamy, but also rubbery. Roasted plum and stewed berry flavors finish tannic, with latent berry and cherry notes.",Gran Reserva,@wineschach
66509,66505,Spain,Northern Spain,Bierzo,Cuatro Pasos,Cuatro Pasos 2015 Pizarras de Otero Mencía (Bierzo),Mencía,13.0,88,Michael Schachner,"This fresh Mencía's bright red fruit aromas exude rocky mineral tones. Raw, popping red plum and cherry flavors finish herbal and tomato-like, with a bit of tannic bite. Drink now or any time through 2021.",Pizarras de Otero,@wineschach
66659,66655,Spain,Northern Spain,Ribera del Duero,Astrales,Astrales 2013 Christina  (Ribera del Duero),Tinto Fino,85.0,88,Michael Schachner,"Leathery, clipped, briary black-fruit aromas are heavily oaked and smoky. This feels like a bag of nails, with a sucking texture. Barrel-heavy flavors of charred blackberry and cassis are resiny and dry, with clove notes and pounding tannins. Hold as long as you wish; this can only benefit from more time in the bottle.",Christina,@wineschach
66676,66672,Spain,Northern Spain,Ribera del Duero,Bodegas y Viñedos Tábula,Bodegas y Viñedos Tábula 2013 Damana Crianza  (Ribera del Duero),Tempranillo,28.0,88,Michael Schachner,"Familiar berry aromas blend with hard spice notes and a hint of blueberry. Like many 2013s, this is showing a clamped-down mouthfeel along with flavors of peppery black fruits. A limited finish is hard and compact. Drink or hold for another five or more years; this isn't going anywhere.",Damana Crianza,@wineschach
66677,66673,Spain,Catalonia,Terra Alta,Celler Cooperatiu de Gandesa,Celler Cooperatiu de Gandesa 2014 Somdinou White (Terra Alta),White Blend,16.0,88,Michael Schachner,"Can't-miss aromas of petrol, wet stones and lime will have you thinking this is Riesling, but the blend is two-thirds Garnacha Blanca and the rest Macabeo. Tight and well cut on the palate, this tastes of melon, lime and peach pit. A quick, lean finish works.",Somdinou,@wineschach
66759,66756,Spain,Levante,Alicante,Bocopa,Bocopa 2015 Marina Alta Moscatel de Alejandría (Alicante),Moscatel de Alejandría,14.0,85,Michael Schachner,"Typical Moscatel aromas suggest lychee and pineapple. This feels regular in every way, with no spritz or anything of interest in terms of texture. Flat lychee and tropical-fruit flavors finish with modest citrusy kick and a note of grape skins.",Marina Alta,@wineschach
66760,66757,Spain,Northern Spain,Campo de Borja,Bodegas Aragonesas,Bodegas Aragonesas 2013 Dom Ramon Imperial Garnacha (Campo de Borja),Garnacha,9.0,85,Michael Schachner,"Cherry and black plum aromas are oaky and smoky. Full, blocky and a bit awkward on the palate, this Garnacha tastes of minty, oaky clove, roasted plum and black currant. A saucy, semi-oaked finish is solid enough.",Dom Ramon Imperial,@wineschach
66767,66764,Spain,Northern Spain,Rioja,CVNE,CVNE 2015 Cune Rosado (Rioja),Rosado,14.0,85,Michael Schachner,"Dusty, generic berry aromas are light and simple. This feels highly regular and juicy, while salty flavors are clean but largely fruitless. A fresh, basic finish is perfectly adequate but unexciting.",Cune,@wineschach
66786,66783,Spain,Northern Spain,Campo de Borja,Bodegas Aragonesas,Bodegas Aragonesas 2013 Don Ramón Vino Tinto Barrica Red (Campo de Borja),Grenache Blend,9.0,85,Michael Schachner,"A mellow, mildly fruity nose is like a cypher. This feels limited but healthy and compact. Cherry, plum and spice aromas are basic, while this tastes of generic berry fruits on the finish. Garnacha with some Tempranillo is the blend.",Don Ramón Vino Tinto Barrica,@wineschach
66819,66815,Spain,Northern Spain,Ribera del Duero,Dominio Basconcillos,Dominio Basconcillos 2015 Viña Magna 6 Meses en Barrica  (Ribera del Duero),Tempranillo,20.0,87,Michael Schachner,"Jumpy berry aromas are offset by notes of clove and wet dog. This feels thick, chewy and creamy, while foxy berry and plum flavors are bolstered by heavy oak. On a creamy feeling finish, a chocolatey note rises up along with herbal hints.",Viña Magna 6 Meses en Barrica,@wineschach
66823,66820,Spain,Northern Spain,Vino de la Tierra de Castilla y León,Abadia Retuerta,Abadia Retuerta 2013 Pago Valdebellón Cabernet Sauvignon (Vino de la Tierra de Castilla y León),Cabernet Sauvignon,100.0,87,Michael Schachner,"Heavily herbal spicy leafy aromas are green like cool-climate Cab Franc, and then a massive bolt of oaky char takes over. This Cabernet Sauvignon is hard, drying and tough on the palate. Herbal roasted black-fruit flavors are smothered in burnt oak, while this is blackened but green tasting on the finish. Ripeness of fruit was clearly an issue in this cool vintage.",Pago Valdebellón,@wineschach
66830,66827,Spain,Northern Spain,Rioja,Baronet,Baronet 2011 Familia Reyes Reserva  (Rioja),Red Blend,15.0,87,Michael Schachner,"Dusty earthy cherry and plum aromas are a bit spicy, while this feels blocky, with rubbery tannins. Spicy herbal plum and raspberry flavors show a mild green note on the finish.",Familia Reyes Reserva,@wineschach
66831,66828,Spain,Northern Spain,Rioja,Bodegas Perica,Bodegas Perica 2015 Olsgosa Viura (Rioja),Viura,13.0,87,Michael Schachner,Warm dusty oaky aromas come prior to a citric palate that's high in acidity and thus austere. Salty citrus flavors are monotone and fail to alter path on a salty woody finish.,Olsgosa,@wineschach
66832,66829,Spain,Andalucia,Jerez,Bodegas Yuste,Bodegas Yuste NV Conde de Aldama Amontillado Palomino (Jerez),Palomino,175.0,87,Michael Schachner,"This is beautifully bottled and priced for loftiness, but this reviewer finds the wine to be fiery, ultra acidic and just not that pleasurable. Cheesy aromas set up a palate with blazing acidity. That leads to sourness that adorns flavors of salt and peanuts. Despite the fancy packaging, this doesn't come across as anything better than good.",Conde de Aldama Amontillado,@wineschach
66833,66830,Spain,Northern Spain,Ribera del Duero,Bodegas Peñafiel,Bodegas Peñafiel 2015 Baron de Filar Roble  (Ribera del Duero),Tempranillo Blend,15.0,87,Michael Schachner,"Aromas of jammy berry fruits, licorice gum drop and warm earth are scattershot and precede a palate that's chunky but flat in feel. Buttery oaky berry and raisin flavors are solid but not direct or focused on the finish.",Baron de Filar Roble,@wineschach
66834,66831,Spain,Levante,Jumilla,Bodegas San Isidro,Bodegas San Isidro 2015 Rumor Monastrell-Syrah (Jumilla),Monastrell-Syrah,12.0,87,Michael Schachner,"Spiced plum aromas come with a note of iodine and Band-Aid, nothing that's strange for the Monastrell-Syrah blends of Jumilla. An aggressive palate with fiery potency tastes of salty plum and currant. On the finish, this is high in energy, juicy and bold.",Rumor,@wineschach
66929,66926,Spain,Northern Spain,Ribera del Duero,García Figuero,García Figuero 2012 Tinus  (Ribera del Duero),Tempranillo,600.0,95,Michael Schachner,"Extremely ripe aromas of prune, blackberry, cassis and cinnamon announce a jammy loaded palate that weighs nothing short of a ton. The flavor profile is a black-fruit bonanza accented by graphite and blackened toast. Drink this monster wine from a dry, hot vintage from 2019–2034.",Tinus,@wineschach
66931,66928,Spain,Northern Spain,Ribera del Duero,Emilio Moro,Emilio Moro 2011 Malleolus de Valderramiro  (Ribera del Duero),Tempranillo,150.0,95,Michael Schachner,"Dark, toasty aromas suggest creosote and chimney smoke; throw in black olive, blackberry, dark plum and mocha scents and this is one hefty package. Fully tannic, with toasty chocolaty flavors of black fruits and oak-based spice, this finishes full and fierce, but not mean. Drink from 2019–2035.",Malleolus de Valderramiro,@wineschach
66949,66946,Spain,Northern Spain,Ribera del Duero,Emilio Moro,Emilio Moro 2011 Malleolus de Sanchomartin  (Ribera del Duero),Tempranillo,179.0,94,Michael Schachner,"Aromas of blackberry, dark spices and herbs are intriguing but oaky and closed right now. An intense, tannic, drawing palate is home to coffee and smoky dark-berry flavors. A massive, highly tannic finish tastes of espresso, bitter chocolate, savory berry and plum. Drink from 2020–2036.",Malleolus de Sanchomartin,@wineschach
66956,66952,Spain,Catalonia,Montsant,Portal del Montsant,Portal del Montsant 2010 Brunus Red (Montsant),Red Blend,28.0,87,Michael Schachner,"Berry and cherry aromas are fruity and clean. This blend of Carignan, Grenache and Syrah is big on the palate but also tannic, acidic and fierce. Black plum, blackberry and tomato flavors finish crisp and firm.",Brunus,@wineschach
66958,66954,Spain,Northern Spain,Ribera del Duero,Señorío de Sotillo,Señorío de Sotillo 2010 Roble 4 Meses en Barrica  (Ribera del Duero),Tempranillo Blend,15.0,87,Michael Schachner,"Crisp, minty, herbal aromas of berry and plum lead to a bright, rumbling, tannic palate with energy. Blackberry and chocolate flavors are good and earthy, while the finish is plump but braced by lively acidity. This is well made and satisfying for a basic roble wine.",Roble 4 Meses en Barrica,@wineschach
66967,66963,Spain,Northern Spain,Ribera del Duero,R+,R+ 2010 Crianza  (Ribera del Duero),Tempranillo,14.0,87,Michael Schachner,"Wood resin, raisin and briny berry aromas turn a bit flat with airing. The wine is full and ripe in feel, with blackberry, black cherry and toasty flavors. A long, meaty finish delivers satisfaction.",Crianza,@wineschach
66982,66978,Spain,Northern Spain,Navarra,Otazu,Otazu 2004 Dimension Crianza Red (Navarra),Tempranillo Blend,12.0,85,Michael Schachner,"Herbal aromas come with bell pepper and berry fruit notes, while the palate is solid in terms of feel but shows classic Navarran flavors of jalapeño and green pepper. Good texture and mouthfeel, but probably too green for a lot of people. Tempranillo with Merlot and Cabernet is the blend.",Dimension Crianza,@wineschach
67027,67023,Spain,Northern Spain,Rioja,Beronia,Beronia 2005 Gran Reserva  (Rioja),Red Blend,33.0,93,Michael Schachner,"This wine is absolutely what fans of traditional Rioja should be on the lookout for. It's smooth, elegant and complex on the bouquet, the perfect introduction to a firm yet classy palate, with berry, plum, spice, tobacco and vanilla flavors. Dry, toasty and just right on the finish. Drink now–2020.",Gran Reserva,@wineschach
67153,67149,Spain,Catalonia,Costers del Segre,Castell d'Encus,Castell d'Encus 2014 Acusp Red (Costers del Segre),Red Blend,60.0,88,Michael Schachner,"Like all of Raul Bobet's Castell d'Encus wines from the Pyrenees, this Pinot Noir displays a personality all its own. Raspberry and strawberry aromas are floral and herbal, but feel chunky and a bit obtuse. Tea, herbal plum and Asian spice flavors end with notes of wild flowers and black tea.",Acusp,@wineschach
67166,67162,Spain,Catalonia,Cava,Segura Viudas,Segura Viudas NV Reserva Heredad Brut Sparkling (Cava),Sparkling Blend,30.0,88,Michael Schachner,"Briny citrus aromas sit side by side with notes of celery stalk and tropical fruits. This brut is simple in feel, with a mild to flat bubble bead. Dry, lightly bready flavors of white fruits and vanilla are a bit toasty on the finish.",Reserva Heredad Brut,@wineschach
67172,67168,Spain,Northern Spain,Somontano,Viñas del Vero,Viñas del Vero 2014 La Miranda Secastilla Garnacha (Somontano),Garnacha,15.0,88,Michael Schachner,"Raspberry, plum and rose-petal aromas are dusty, floral and elegant. In the mouth, this wine is fit and spry, with crisp, pulling acidity. Herbal red plum and raspberry flavors finish with spice, mint and unabsorbed oak notes.",La Miranda Secastilla,@wineschach
67245,67240,Spain,Catalonia,Penedès,Albet I Noya,Albet I Noya 2015 El Fanio Xarel-lo (Penedès),Xarel-lo,20.0,87,Michael Schachner,"Neutral, slightly briny aromas are fresh but low on fruit. This has a slightly plump feel but not a lot of length or depth. Short basic white-fruit flavors match the nose, while this Xarello finishes dry in feel and mildly briny in flavor.",El Fanio,@wineschach
67253,67248,Spain,Levante,Utiel-Requena,Sierra Norte,Sierra Norte 2014 Pasión de Bobal (Utiel-Requena),Bobal,15.0,87,Michael Schachner,"Roasted smoky plum and berry aromas are slightly oaky. This feels flush, with grabby tannins. Plum and mixed-berry flavors grow more appealing with air, while this tastes roasted and savory on a rugged and tannic finish.",Pasión de,@wineschach
67255,67250,Spain,Catalonia,Penedès,Albet I Noya,Albet I Noya 2016 XA Xarel-lo (Penedès),Xarel-lo,15.0,87,Michael Schachner,"Simple green-apple aromas are innocuous. This is fresh, easy and light on the palate. Flavors of apple and sweet greens finish mild and clean. Overall this wins by keeping things basic and fresh.",XA,@wineschach
67287,67282,Spain,Catalonia,Cava,Segura Viudas,Segura Viudas NV Extra Dry Sparkling (Cava),Sparkling Blend,10.0,85,Michael Schachner,"Dry apple and spice aromas accent pear and melon scents. This feels mostly right, with lightly herbal, grassy flavors of apple and citrus that finish with medium intensity.",Extra Dry,@wineschach
67315,67309,Spain,Catalonia,Cava,Castellroig,Castellroig NV Brut Sparkling (Cava),Sparkling Blend,18.0,89,Michael Schachner,"Mineral, citrus and dusty aromas are textbook for brut Cava. A round, full palate shows good grip and acidity, while flavors of lemon-lime and nectarine finish with notes of lime and green banana. Nothing about this is overwhelming, but the sum of its parts add up.",Brut,@wineschach
67316,67310,Spain,Northern Spain,Rioja,Marqués de Cáceres,Marqués de Cáceres 2009 Gaudium  (Rioja),Tempranillo Blend,44.0,89,Michael Schachner,"Dense, tarry aromas of asphalt and rubbery boysenberry are hefty but also a bit flat. This has a tannic mouthfeel to go with blackberry, prune and raisin flavors. Toast, bitter chocolate and full-bodied weight push the finish on this oaky, ripe Rioja. Drink through 2020.",Gaudium,@wineschach
67320,67314,Spain,Northern Spain,Toro,Pagos del Rey,Pagos del Rey 2011 Gran Bajoz  (Toro),Tinta de Toro,30.0,89,Michael Schachner,"Pleasant red-fruit aromas of cherry and raspberry are low in octane for Toro. A fresh but not overly dense palate is lively and vital, with wild berry, plum and brown sugar flavors. A warm, heady, generous finish is fruity and bright. Drink through 2018.",Gran Bajoz,@wineschach
67450,67445,Spain,Northern Spain,Rioja,Benjamin de Rothschild & Vega Sicilia SA,Benjamin de Rothschild & Vega Sicilia SA 2010 Macán  (Rioja),Tempranillo,85.0,94,Michael Schachner,"Right away, this comes across as a wine that's on the money. Pure concentrated aromas of blackberry, licorice and lemony oak introduce an intense palate with baked blackberry and cassis flavors. A toasty dark spicy finish exhibits notes of coffee and bitter chocolate as it slowly fades away. Drink through 2025.",Macán,@wineschach
67491,67486,Spain,Catalonia,Terra Alta,Edetària,Edetària 2013 Selecció Grenache Blanc (Terra Alta),Grenache Blanc,30.0,88,Michael Schachner,"Waxy aromas of lanolin, dried apple and cheese set up a plump well-balanced palate, with plenty of body weight and adequate acidity. Peach, apple and melon flavors are moderately stony and minerally, while this varietal Garnacha Blanca finishes with good length.",Selecció,@wineschach
67543,67538,Spain,Catalonia,Terra Alta,Celler Bàrbara Forés,Celler Bàrbara Forés 2012 Blanc White (Terra Alta),White Blend,16.0,87,Michael Schachner,"Prickly citrus aromas are jumpy and a touch sulfuric. This feels leesy, creamy and fat in the mouth, with creamy, tropical flavors of melon and papaya. Bitter flavors of almond and citrus pith vie with lees-based vanilla notes on a round, plump finish.",Blanc,@wineschach
67631,67626,Spain,Northern Spain,Ribera del Duero,Legón,Legón 2009 Roble  (Ribera del Duero),Tempranillo,18.0,87,Michael Schachner,"Berry, asphalt, leather and jammy notes pour off the bouquet on this full-bodied but fairly basic Tempranillo. Baked blackberry flavors are touched up by peppery spice and carob notes, while the finish is toasty and bitter like espresso.",Roble,@wineschach
67636,67631,Spain,Catalonia,Cava,Mont Marçal,Mont Marçal NV Extremarium Brut Reserva Sparkling (Cava),Sparkling Blend,27.0,87,Michael Schachner,"The nose on this brut is a touch grassy, with apple aromas. On first take, it feels foamy, but with time it settles down. Flavors of sulfur, apple and saline finish with pithy citrus notes and flavors of spiced apple, rhubarb and mild bitterness.",Extremarium Brut Reserva,@wineschach
67672,67666,Spain,Central Spain,Vino de la Tierra de Castilla,Montgó,Montgó 2013 Flor del Montgó Tempranillo (Vino de la Tierra de Castilla),Tempranillo,13.0,85,Michael Schachner,"Jammy berry aromas are baked, horsey and fold in a note of cherry. A gritty palate with full tannins scrapes at your cheeks, while plum and cherry flavors are loud at first then fade away on a raisiny, sweet finish. Tasted twice, this note reflects both tastings.",Flor del Montgó,@wineschach
67684,67678,Spain,Levante,Alicante,Bocopa,Bocopa 2015 Alone Rosé (Alicante),Rosé,11.0,85,Michael Schachner,"Aromas of field brush and citrus are a touch funky. This Monastrell rosé feels round and pulpy, but with decent acidity. Citrus flavors, both pulp and peel, lead to a briny-tasting finish.",Alone,@wineschach
67759,67751,Spain,Catalonia,Terra Alta,Jaspi,Jaspi 2012 Blanc White (Terra Alta),White Blend,20.0,88,Michael Schachner,"Minerally lime and peach-pit aromas set up a crisp, stony, elegant palate with lees-based flavors of vanilla that are softly matched by melon and papaya. Fresh and not too demanding, it's made from 70% Garnatxa Blanca and 30% Macabeo (Viura).",Blanc,@wineschach
67780,67773,Spain,Northern Spain,Rueda,Marqués de la Concordia,Marqués de la Concordia 2013 Vega de la Reina Hacienda Zorita Verdejo (Rueda),Verdejo,14.0,88,Michael Schachner,"Apple and nectarine aromas are clean and snappy, with a hint of yeast-based vanilla. A fresh, citric palate delivers lime, green apple, pineapple and nectarine flavors, while the finish is clean as a new razor, with nothing off, bitter or pithy.",Vega de la Reina Hacienda Zorita,@wineschach
67850,67843,Spain,Central Spain,Manchuela,Finca El Monegrillo,Finca El Monegrillo 2006 El Monegrillo Red (Manchuela),Red Blend,25.0,88,Michael Schachner,"Earthy aromas of root beer, baked cherry, roasted plum and vanilla are deep but come up a bit short on the freshness factor. This is a ripe wine with a dense mouthfeel and syrupy flavors of molasses, brown sugar, chocolate and baked berry fruits. Given its warm Manchuela roots, it's in good shape and should be opened and consumed now.",El Monegrillo,@wineschach
67897,67890,Spain,Catalonia,Priorat,Celler Bartolomé,Celler Bartolomé 2004 Primitiu de Bellmont Red (Priorat),Red Blend,50.0,88,Michael Schachner,"Ripe and fully oaked, with char, mineral, cola and black-fruit aromas. In the high-flying world that is premium Priorato, this wine is serious and tough. It displays berry, plum and herbal flavors and then a thick, broad, tannic finish. Shows a tiny bit of green at its heart. 750 cases produced.",Primitiu de Bellmont,@wineschach
67900,67893,Spain,Catalonia,Cava,Paul Cheneau,Paul Cheneau NV Blanc de Blancs Brut Sparkling (Cava),Sparkling Blend,16.0,88,Michael Schachner,"A little bit round given that it's a blanc de blancs, with applesauce and spice on the nose. The palate deals a white-fruit mélange that's one part tangy and one part generous. Holds steady on the finish and doesn't show any warts or faults. Nice Cava with an elevated persona.",Blanc de Blancs Brut,@wineschach
67901,67894,Spain,Catalonia,Cava,Segura Viudas,Segura Viudas NV Aria Estate Extra Dry Sparkling (Cava),Sparkling Blend,12.0,88,Michael Schachner,"Clean and stylish, with hints of ginger ale and citrus on the nose. Good in terms of texture and flavors, with citrus and juicy nectarine working the palate. Focused and fairly long on the finish, with depth and integrity. Sweet in the extra dry style, but not candied or artificially sugared.",Aria Estate Extra Dry,@wineschach
67902,67895,Spain,Catalonia,Cava,Sumarroca,Sumarroca 2005 Brut Reserva Sparkling (Cava),Sparkling Blend,14.0,88,Michael Schachner,"Lemon-lime, dry talc and mineral make for a clean, no-issues bouquet. This is a fruity, steely wine with pineapple, orange, green apple and lime flavors. The feel is like a kiss of the razor, while the finish is fresh and persistent.",Brut Reserva,@wineschach
67912,67905,Spain,Catalonia,Cava,Dibon,Dibon NV Brut Reserve Sparkling (Cava),Sparkling Blend,10.0,88,Michael Schachner,"Dibon is new to us, and after tasting this complete, well-made Cava we are happy to make its acquaintance. The nose offers regal yeast and richness, while the palate has complexity to prop up apple, citrus and grapefruit flavors. Solid from front to back, with health and freshness.",Brut Reserve,@wineschach
67963,67956,Spain,Northern Spain,Rioja,Beronia,Beronia 2008 Reserva Selección de 198 Barricas  (Rioja),Tempranillo Blend,49.0,89,Michael Schachner,"Inviting aromas of tobacco, cedar, vanilla and rooty blackberry are a high point on this slightly hollow Rioja reserva. Plum, blackberry and citric flavors are short and tart, while the finish is light in step, with juicy acidity. This is solid for a 2008, a notoriously difficult vintage. Drink through 2024.",Reserva Selección de 198 Barricas,@wineschach
67964,67957,Spain,Northern Spain,Rueda,Blanco Nieva,Blanco Nieva 2014 Pie Franco Verdejo (Rueda),Verdejo,30.0,89,Michael Schachner,"Minerality and raw citrus aromas create a true Verdejo bouquet. This is properly acidic and fresh, but a touch round and pulpy as well. Briny, borderline bitter flavors of grapefruit, lime, tarragon and scallion finish pithy. Drink now.",Pie Franco,@wineschach
67979,67972,Spain,Catalonia,Cava,Muga,Muga 2011 Conde de Haro Brut Sparkling (Cava),Sparkling Blend,26.0,89,Michael Schachner,"Aromas of toasted white bread and baked apple are yeasty. This feels good on the palate, with mature flavors of apple that steer clear of being too snappy or citric. On the finish this is like the nose: bready and tasting like baked apple.",Conde de Haro Brut,@wineschach
67988,67981,Spain,Catalonia,Cava,Juvé y Camps,Juvé y Camps 2011 Milesimé Brut Reserva Sparkling (Cava),Sparkling Blend,22.0,89,Michael Schachner,"Yeasty, bready notes blend with nectarine and baked apple aromas in front of a round, layered palate. This offers a complex set of flavors that include yeasty bread, baked apple and citrus fruits. On the finish, leesy richness is cut by a streak of sea brine and nectarine.",Milesimé Brut Reserva,@wineschach
68131,68123,Spain,Northern Spain,Rioja,Viña Valoria,Viña Valoria 2008 Crianza  (Rioja),Tempranillo Blend,45.0,84,Michael Schachner,"Sweet and heavily oaked, with candied fruit, loads of vanilla and milk chocolate-covered raisin aromas. Feels choppy on one hand and lactic on the other, with mostly oak-based, sweet flavors of maple, vanilla and mocha. Feels O.K. but creamy on the finish, and it tastes candied and artificial throughout.",Crianza,@wineschach
68239,68230,Spain,Levante,Jumilla,Bodegas San Isidro,Bodegas San Isidro 2010 Gémina Cuvée Monastrell (Jumilla),Monastrell,19.0,90,Michael Schachner,"Scratchy aromas of red-berry jam are floral and lightly perfumed. This is spongy and dense in feel, with good focus. Deep berry and chocolate flavors take on a molasses note in front of a chocolate and fig finish. Drink through 2018.",Gémina Cuvée,@wineschach
68260,68251,Spain,Northern Spain,Toro,Bodegas Fariña,Bodegas Fariña 2010 Dama de Toro Reserva  (Toro),Tinta de Toro,40.0,91,Michael Schachner,"Blackberry, brandied cherry and spice aromas lead to a wide palate with tannins that pierce like nails. This tastes a touch foxy and wild, while the finish feels centered and firm. Despite intense, abrasive tannins, this displays depth and complexity. Drink through 2022.",Dama de Toro Reserva,@wineschach
68266,68257,Spain,Northern Spain,Rioja,Montecillo,Montecillo 2009 Gran Reserva  (Rioja),Tempranillo,35.0,91,Michael Schachner,"Baked berry and cherry aromas are ripe and come with accents of mocha, leather and caramel. This feels full but not heavy, with balance and cushion to the palate. Spiced black-fruit flavors show a tea-like note, while this is dry, spicy and a touch chocolaty on the finish. Drink through 2026.",Gran Reserva,@wineschach
68309,68299,Spain,Northern Spain,Ribera del Duero,Balbas,Balbas 2009 Ardal Gran Reserva Selección Especial  (Ribera del Duero),Tempranillo-Cabernet Sauvignon,80.0,91,Michael Schachner,"Baked raisiny aromas of spice cake are almost overdone. Like many 2009 RDDs, this is huge, tannic and massive as a whole. A woody flavor profile includes earthy jammy berry fruit, while this is heavy with campfire notes on the finish. This is 80% Tempranillo and 20% Cabernet Sauvignon. Drink through 2023.",Ardal Gran Reserva Selección Especial,@wineschach
68460,68454,Spain,Northern Spain,Rueda,Emina,Emina 2015 Fermentado en Barrica Verdejo (Rueda),Verdejo,35.0,90,Michael Schachner,"Aromas of apple and hay are slightly oily but nice. Bright acidity renders this fresh and not too chunky, while flavors of dry oak, melon and salted apple finish steady, with a hint of lemon. If you are interested in barrel-fermented Verdejo, this is a good place to start.",Fermentado en Barrica,@wineschach
