,index,country,province,region_1,winery,title,variety,price,points,taster_name,description,designation,taster_twitter_handle
69622,69618,Australia,South Australia,McLaren Vale,D'Arenberg,D'Arenberg 2010 The Fruit Bat Single Vineyard Shiraz (McLaren Vale),Shiraz,85.0,91,Joe Czerwinski,"Full bodied and supple, this is one of the more opulent and open of d'Arenberg's array of single-vineyard wines. Notes of vanilla, maple syrup and bramble berries mark the nose, while the flavors add cassis and tobacco elements. It's a pretty, fleshy wine for drinking now–2020, although it may age well even past that.",The Fruit Bat Single Vineyard,@JoeCz
69623,69619,Australia,South Australia,McLaren Vale,D'Arenberg,D'Arenberg 2010 Tyche's Mustard Single Vineyard Shiraz (McLaren Vale),Shiraz,85.0,91,Joe Czerwinski,"One of the most muscular of these multiple 2010 d'Arenberg Shiraz bottlings, Tyche's Mustard is full-bodied and burly, packed with dark, earthy notes of loam, black olive, and espresso. Despite its power, the finish is long and elegantly textured. Drink 2016–2030.",Tyche's Mustard Single Vineyard,@JoeCz
69654,69650,Australia,Victoria,Yarra Valley,Giant Steps,Giant Steps 2013 Sexton Vineyard Chardonnay (Yarra Valley),Chardonnay,42.0,89,Joe Czerwinski,"Aromas of baking spices and pears lead the way, followed by flavors of pear and pineapple. This medium-bodied wine has a pleasantly toasty-grainy note as well, then finishes crisp and citrusy.",Sexton Vineyard,@JoeCz
69691,69687,Australia,South Australia,Clare Valley,Pauletts,Pauletts 2004 Andreas Polish Hill River Syrah (Clare Valley),Syrah,26.0,85,Joe Czerwinski,"A tart, hard-edged rendition of Clare Valley Shiraz, from the cool subsection known as Polish Hill better known for its Rieslings. Tart plum and berry flavors are touched with spice, vanilla and traces of hickory smoke and bacon fat. The appealing aromatics are the wine's best facet. Try aging it through 2015 and see if it improves.",Andreas Polish Hill River,@JoeCz
69769,69765,Australia,South Australia,McLaren Vale,Mr. Riggs,Mr. Riggs 2014 Generation Series Mrs. Viognier (McLaren Vale),Viognier,29.0,86,Joe Czerwinski,"Not as varietally expressive as the 2013, this is nonetheless a solid, well-made white wine. A hint of gingery spice frames yellow plum fruit, which then comes to a dry, dusty close on the finish.",Generation Series Mrs.,@JoeCz
69884,69881,Australia,South Australia,McLaren Vale,Longwood,Longwood 2008 Single Vineyard Shiraz (McLaren Vale),Shiraz,30.0,87,Joe Czerwinski,"Aged partly in new American Oak hogsheads and partly in used French Oak barriques, the barrel regime shows in this wine's obvious vanilla and caramel accents to its boysenberry fruit. Supple and creamy in texture before turning crisp on the finish. Drink now.",Single Vineyard,@JoeCz
69885,69882,Australia,South Australia,McLaren Vale,Nugan Family Estates,Nugan Family Estates 2007 McLaren Parish Vineyard Shiraz (McLaren Vale),Shiraz,25.0,87,Joe Czerwinski,"Chunky and a bit hard-edged, this Shiraz combines plum and vanilla notes with hints of cocoa and black olive. There's some richenss here, it just needs a few years to emerge. Try 2012-2017.",McLaren Parish Vineyard,@JoeCz
69888,69885,Australia,Victoria,Grampians,A.T. Richardson,A.T. Richardson 2007 Chockstone Shiraz (Grampians),Shiraz,22.0,87,Joe Czerwinski,"A solid effort, the 2007 Chockstone is a balanced, accessible red. There's ample cherry fruit, touches of cedar, vanilla and woodspice and modest tannins. Everything is in proportion, and it should drink well for the next 5-8 years.",Chockstone,@JoeCz
69894,69891,Australia,South Australia,McLaren Vale,Vinaceous,Vinaceous 2007 Snake Charmer Shiraz (McLaren Vale),Shiraz,20.0,87,Joe Czerwinski,"The aromas of this Shiraz are surprisingly dark; they tend toward the blackberry and cola end of the spectrum, while the flavors are more reminiscent of stewed berries with a touch of cinnamon. Medium to full in body, the wine is pleasantly round in the mouth, then turns tart on the finish. Drink now-2015.",Snake Charmer,@JoeCz
69943,69940,Australia,Western Australia,Western Australia,Plantagenet,Plantagenet 2010 Hazard Hill Sauvignon Blanc-Semillon (Western Australia),Sauvignon Blanc-Semillon,13.0,86,Joe Czerwinski,"This pleasant, medium-bodied blend of 70% Sauvignon Blanc and 30% Semillon features ample flavors of passion fruit and pink grapefruit. It's not complex, but over the next year or so it will wash down seafood just fine.",Hazard Hill,@JoeCz
69959,69956,Australia,Western Australia,Western Australia,Evans & Tate,Evans & Tate 2011 Split River Cabernet Sauvignon (Western Australia),Cabernet Sauvignon,10.0,86,Joe Czerwinski,"This bargain-priced offering boasts cool, restrained Cabernet aromas of cassis and mint, with just a touch of tomato creeping in. It's fairly weighty, with bold flavors of Ribena on the palate and soft tannins on the finish. Drink now.",Split River,@JoeCz
70130,70123,Australia,Victoria,Victoria,Fowles Wine,Fowles Wine 2014 Ladies Who Shoot Their Lunch Riesling (Victoria),Riesling,35.0,89,Joe Czerwinski,"This wine, which comes from thin, granitic soils, is lean, taut and dry. Hints of lime blossom and green apple on the nose and palate give it a springtime feel, while the finish is crisp and refreshing.",Ladies Who Shoot Their Lunch,@JoeCz
70149,70141,Australia,South Australia,Adelaide Hills,The Lane,The Lane 2012 19th Meeting Single Vineyard Basket Pressed Cabernet Sauvignon (Adelaide Hills),Cabernet Sauvignon,45.0,92,Joe Czerwinski,"The Adelaide Hills aren't known as a hotspot for Cabernet Sauvignon, but this offering, from a warm site, excels. Cinnamon, clove, cracked pepper and vanilla notes accent dark, meaty fruit. It's full and rich enough to be mistaken as coming from a warmer region, with a long, earthy finish. Drink now–2025.",19th Meeting Single Vineyard Basket Pressed,@JoeCz
70157,70148,Australia,Victoria,Victoria,Mount Langi Ghiran,Mount Langi Ghiran 2009 Cliff Edge Shiraz (Victoria),Shiraz,25.0,92,Joe Czerwinski,"A great value in ready-to-drink, savory, complex Shiraz, the 2009 Cliff Edge boasts plenty of smoky, bacony notes, which add a Rhône-like edge to the blueberry and plum fruit. Black olives chime in, adding even more savory complexity, while the tannins are silky. Drink now–2020.",Cliff Edge,@JoeCz
70256,70248,Australia,Victoria,Yarra Valley,Giant Steps,Giant Steps 2006 Sexton Vineyard Chardonnay (Yarra Valley),Chardonnay,30.0,90,Joe Czerwinski,"The oak in this wine is nicely integrated into the fruit, making it barely detectable amid the bold peach and melon flavors. Full and round in the mouth, then long and citrusy on the finish. Drink now.",Sexton Vineyard,@JoeCz
70644,70638,Australia,Western Australia,Pemberton,Fonty's Pool,Fonty's Pool 2006 Single Vineyard Viognier (Pemberton),Viognier,15.0,86,Joe Czerwinski,"This starts off a little reductive, with tarry, burnt-rubber aromas that are frankly offputting. But a aeration works wonders, and this wine opens up to reveal hints of toasted almonds, melon and citrus, all supported by a crisp finish. Imported by American Wine Distributors.",Single Vineyard,@JoeCz
70652,70646,Australia,South Australia,Adelaide Hills,The Lane,The Lane 2004 Estate Grown Pinot Grigio (Adelaide Hills),Pinot Grigio,30.0,86,Joe Czerwinski,"This Pinot Grigio from a new producer in the cool Adelaide Hills starts off a little herbal—almost minty—then delivers a full-bodied, weighty palate experience. The flavors are fairly neutral, making it more about flesh and weight than well delineated flavors, but that should help make it more versatile with food. Drink now. Imported by Tom Eddy Wines.",Estate Grown,@JoeCz
70703,70696,Australia,South Australia,South Australia,Charles Melton,Charles Melton 2009 Richelieu Grenache (South Australia),Grenache,80.0,90,Joe Czerwinski,"After 26 months in French oak and additional time in bottle, this is a sumptuously silky Grenache. The complex aromas hint at roasted meat, vanilla and stewed plum, while the flavors follow suit, picking up mocha notes on the long, mouthwatering finish. Ready to drink.",Richelieu,@JoeCz
70887,70881,Australia,South Australia,McLaren Vale,D'Arenberg,D'Arenberg 2006 The d'Arry's Original Shiraz-Grenache (McLaren Vale),Shiraz-Grenache,19.0,90,Joe Czerwinski,"The 2006 d'Arry's Original offers a welcome combination of dark, earthy complexity with notes of cola, plum and black cherry. It's full in the mouth and expansive on the palate, leading into a long finish redolent of peppery spice. Drink now–2012.",The d'Arry's Original,@JoeCz
70920,70914,Australia,South Australia,Coonawarra,Penley Estate,Penley Estate 2008 Phoenix Cabernet Sauvignon (Coonawarra),Cabernet Sauvignon,20.0,89,Joe Czerwinski,"The 2008 Phoenix Cabernet displays amply concentrated notes of cherry, cassis and tobacco. There's plenty of stuffing here, with a long finish that fades slowly away to notes of dried tea leaves.",Phoenix,@JoeCz
70921,70915,Australia,South Australia,McLaren Vale,D'Arenberg,D'Arenberg 2008 The Love Grass Shiraz (McLaren Vale),Shiraz,19.0,89,Joe Czerwinski,"A robust blend of sweet and savory, d'Arenberg's 2008 Love Grass Shiraz is full-bodied and round in the mouth, featuring smoky, meaty and blackberry notes and a mouthwatering finish. Drink now–2015.",The Love Grass,@JoeCz
71132,71125,Australia,South Australia,McLaren Vale,Hugh Hamilton,Hugh Hamilton 2004 The Madam Sparkling Merlot (McLaren Vale),Merlot,15.0,86,Joe Czerwinski,"Produced by the transfer method, with gas levels adjusted and a dosage the results in approximately 14g/L of sugar, this is a slightly mint and eucalypt-scented sparkler dominated by black cherries and coffee. Ends on a slightly dusty note. Multipe U.S. Importers.",The Madam Sparkling,@JoeCz
71183,71177,Australia,Western Australia,Pemberton,Wise,Wise 2005 Reserve Chardonnay (Pemberton),Chardonnay,27.0,92,Joe Czerwinski,"Featuring a voluptuous nose of stone fruit and citrus framed by roasted nuts and toasty oak, this is a rich, amply endowed Chardonnay with a big personality and bold flavors. Ripe peach notes join with citrus, hazelnuts and toast on the long finish. Drink now.",Reserve,@JoeCz
71302,71297,Australia,Tasmania,Tasmania,Jansz,Jansz NV Premium Rosé Brut Sparkling (Tasmania),Sparkling Blend,22.0,89,Joe Czerwinski,"This coppery-pink rosé shows the same classy toast and citrus notes as Jansz's Premium Cuvée, with just a hint of cherry and mushroom to differentiate it. It's medium bodied, with a clean, refreshing finish. Good value.",Premium Rosé Brut,@JoeCz
71310,71305,Australia,South Australia,McLaren Vale,Two Hands,Two Hands 2007 Lily's Garden Shiraz (McLaren Vale),Shiraz,60.0,92,Joe Czerwinski,"Somewhat precariously balanced at 15.7% alcohol, this may not turn out to be the most long-lived Shiraz, but it is delicious for current consumption. The tannins are soft and creamy in texture, while the blueberry and black berry fruit is intensely concentrated, tinged with nuances of vanilla, menthol and chocolate.",Lily's Garden,@JoeCz
71313,71308,Australia,South Australia,Barossa,Schubert,Schubert 2007 The Gosling Roennfeldt Road Shiraz (Barossa),Shiraz,30.0,92,Joe Czerwinski,"The 2007 Gosling manages to combine savory, spicy complexity with bold fruit, delivering peppery, herbal notes alongside cherry and blueberry flavors. It's mouthfilling, with a creamy texture, yet retains a sense of freshness on the lingering finish. Drink now-2020.",The Gosling Roennfeldt Road,@JoeCz
71342,71337,Australia,Tasmania,Tasmania,Dalrymple,Dalrymple 2012 Bicheno Single Site Pinot Noir (Tasmania),Pinot Noir,65.0,87,Joe Czerwinski,"Pie cherry and rhubarb notes make a bright impression on the nose, followed by tart flavors bundled in a mocha-tinged wrapper. The texture is almost syrupy on the midpalate, but turns dry and dusty on the finish. This is a bit disjointed at this stage, so perhaps it will improve with cellaring. Try after 2018.",Bicheno Single Site,@JoeCz
71438,71433,Australia,Western Australia,Western Australia,Hope Estate,Hope Estate 2008 The Ripper Shiraz (Western Australia),Shiraz,18.0,89,Joe Czerwinski,"Hope Estate is headquartered near Australia's eastern coast, but this wine comes from a vineyard it owns way out west. It's a well-made, medium- to full-bodied Shiraz, boasting a raspberry flavor that's nicely accented by a dark coffee note and an approachable, open-knit texture. Drink it over the next year or two.",The Ripper,@JoeCz
71524,71518,Australia,South Australia,Adelaide Hills,RockBare,RockBare 2008 Mojo Sauvignon Blanc (Adelaide Hills),Sauvignon Blanc,20.0,86,Joe Czerwinski,"A solid, well-made Sauvignon Blanc from RockBare that combines aromas of melon rind and underripe nectarine with flavors of stone fruit and citrus, this is a nice wine, albeit not one that solves the mystery of what Austin Powers was missing in The Spy Who Shagged Me.",Mojo,@JoeCz
71588,71583,Australia,South Australia,Barossa Valley,Groom,Groom 2008 Bush Block Zinfandel (Barossa Valley),Zinfandel,26.0,88,Joe Czerwinski,"No doubt informed by winemaker Daryl Groom's California experience, this is a fine example of Australian Zinfandel, marrying briary berry fruit with subtle herbal notes and hints of vanilla, cinnamon and clove. The tannins are soft, yet the wine remains fresh on the finish. Drink now–2013.",Bush Block,@JoeCz
71766,71764,Australia,Victoria,Central Victoria,One Million Cuttings,One Million Cuttings 2015 Old School Red Cabernet Sauvignon-Shiraz (Central Victoria),Cabernet Sauvignon-Shiraz,23.0,90,Joe Czerwinski,"A relatively new brand from Tahbilk, the Old School Red blends 55% Cabernet Sauvignon with 45% Shiraz. The result is a medium- to full-bodied red with a silky texture and flavors reminiscent of cassis, vanilla and baking spices. Drink it over the next several years.",Old School Red,@JoeCz
71924,71924,Australia,South Australia,McLaren Vale,D'Arenberg,D'Arenberg 2015 The Hermit Crab Viognier-Marsanne (McLaren Vale),Viognier-Marsanne,17.0,89,Joe Czerwinski,"This is medium to full in body and rounded in the mouth, with loads of yellow plum and ripe pineapple flavors. It's not the most complex wine, but offers a satisfying mouthful of fruit and solid length. Drink now.",The Hermit Crab,@JoeCz
71932,71932,Australia,South Australia,Clare Valley-Coonawarra,Wakefield,Wakefield 2014 Jaraman Cabernet Sauvignon (Clare Valley-Coonawarra),Cabernet Sauvignon,30.0,89,Joe Czerwinski,"Concentrated and ripe yet crisp and vibrant, this wine blends Clare Valley and Coonawarra Cabernets to good effect. Bay leaf, black cherry and dark chocolate notes abound, while the texture turns slightly grainy on the finish. Drink now–2025.",Jaraman,@JoeCz
71934,71934,Australia,South Australia,Langhorne Creek,Heartland,Heartland 2013 Directors' Cut Shiraz (Langhorne Creek),Shiraz,39.0,89,Joe Czerwinski,"Pretty black cherry fruit is overwhelmed by the wine's other elements: mint, cedar, vanilla and maple syrup. In case you haven't guessed by now, it's oaky, with some drying, woody tannins on the finish.",Directors' Cut,@JoeCz
72017,72017,Australia,South Australia,McLaren Vale,Wirra Wirra,Wirra Wirra 2014 Catapult Shiraz (McLaren Vale),Shiraz,20.0,88,Joe Czerwinski,"This is ripe, fruit-driven Shiraz with ample weight and ripeness. Hints of smoke and sage add nuance to the blueberry and black cherry fruit, while coarse-grained tannins provide adequate structure and grip. Drink now–2022.",Catapult,@JoeCz
72119,72119,Australia,Western Australia,Margaret River,Leeuwin Estate,Leeuwin Estate 2005 Siblings Sauvignon Blanc-Semillon (Margaret River),Sauvignon Blanc-Semillon,20.0,86,Joe Czerwinski,"This 57-43 blend piquantly shows off the varietal characters of both grape varieties in its combination of citrus and pepper notes. It's like a collision of lime and jalapeño, but the wine's modest intensity makes it more of a fender-bender than an ambulance call, and the finish fades a little too quickly.",Siblings,@JoeCz
72223,72223,Australia,Victoria,Heathcote,Jasper Hill,Jasper Hill 2005 Emily's Paddock Shiraz-Cabernet Franc Shiraz (Heathcote),Shiraz,125.0,91,Joe Czerwinski,"Although there is only 5% Cab Franc in the blend, it appears to have quite an impact on this wine's aromas, which are intriguingly perfumed and contain some minty, leafy notes. Flavors also hint at mint with some subtle cedary notes, although the primary fruit is blueberry. Like the 2005 Georgia's Paddock, it's full-bodied and creamy-textured, although this wine adds a slightly more tannic edge to the finish. Drink 2010–2020.",Emily's Paddock Shiraz-Cabernet Franc,@JoeCz
72420,72418,Australia,Australia Other,Australia,Wirra Wirra,Wirra Wirra 2009 Mrs. Wigley Moscato (Australia),Moscato,15.0,84,Joe Czerwinski,"Boldly fruity, this “wine product”—labeled as such because it is only 4.5% alcohol—features loads of strawberry and tangerine character. It's perfumy, soapy and sweet, balanced by frothiness.",Mrs. Wigley,@JoeCz
72428,72425,Australia,South Australia,Adelaide,Peter Lehmann,Peter Lehmann 2010 Layers White (Adelaide),White Blend,17.0,84,Joe Czerwinski,"A “layered” blend of five different varieties, this starts off a bit floral and lemony, then develops some earthier notes to go along with the modest citrus flavors. Finishes short. Sémillon (37%), Muscat (20.5%), Gewürztraminer (19.5%), Pinot Gris (19%) and Chardonnay (4%).",Layers,@JoeCz
72429,72426,Australia,South Australia,South Australia,Angove's,Angove's 2009 Nine Vines Grenache-Shiraz Rosé (South Australia),Rosé,12.0,84,Joe Czerwinski,"Boldly fruity, redolent with cherries and pink grapefruit, this medium-bodied rosé does have a slightly candied quality to it, but remains a decent summertime quaff. Serve well chilled to help mute the apparent sweetness.",Nine Vines Grenache-Shiraz,@JoeCz
72431,72428,Australia,Australia Other,South Eastern Australia,De Bortoli,De Bortoli 2010 DB Family Selection Pinot Grigio (South Eastern Australia),Pinot Grigio,9.0,84,Joe Czerwinski,"Medium in weight, with modest pear and melon aromas and flavors. It's clean and fresh, finishing with a delicate touch of citrus. Drink now.",DB Family Selection,@JoeCz
72542,72538,Australia,Victoria,Yarra Valley,Giant Steps,Giant Steps 2010 Sexton Vineyard Pinot Noir (Yarra Valley),Pinot Noir,35.0,87,Joe Czerwinski,"A supple, easygoing Pinot Noir, with modest weight in the mouth but assertive notes of cola, earth and cherries. The aromas are slightly perfumed and confected, but the flavors are sturdier and more savory in nature. Drink now.",Sexton Vineyard,@JoeCz
72569,72564,Australia,Victoria,Victoria,Redbank,Redbank 2014 The Long Paddock Pinot Grigio (Victoria),Pinot Grigio,15.0,89,Joe Czerwinski,"An admirable effort, combining lemony citrus notes with hints of pear and quince. It's medium in body, with a long, crisp finish.",The Long Paddock,@JoeCz
72570,72565,Australia,South Australia,McLaren Vale,Angove,Angove 2013 Warboys Vineyard Grenache (McLaren Vale),Grenache,65.0,89,Joe Czerwinski,"Full bodied and supple, this is a dark wine with ample fruit. Cassis and black cherry notes pick up hints of cola on the finish. Drink now–2020.",Warboys Vineyard,@JoeCz
72592,72587,Australia,South Australia,Barossa,Barossa Valley Estate,Barossa Valley Estate 2004 Ebenezer Shiraz (Barossa),Shiraz,32.0,89,Joe Czerwinski,"Shows greater fruit character and purity than the roasted 2003, with blackberry flavors nicely framed by vanilla oak and meaty, savory notes. Firm on the finish, suggesting an optimum drinking window of 2009–2016.",Ebenezer,@JoeCz
72742,72734,Australia,South Australia,McLaren Vale,D'Arenberg,D'Arenberg 2011 Little Venice Single Vineyard Shiraz (McLaren Vale),Shiraz,85.0,90,Joe Czerwinski,"Tobacco, cassis and vanilla notes bring the aromas and flavors, while the wine's firm structure gives a medium-weight feel and dusty texture. Drink now–2025.",Little Venice Single Vineyard,@JoeCz
72743,72735,Australia,Western Australia,Margaret River,Franklin Tate,Franklin Tate 2013 Tate Chardonnay (Margaret River),Chardonnay,15.0,90,Joe Czerwinski,"This is a pretty lean, tightly focused wine. Grilled pineapple and citrus notes broaden slightly on the midpalate, then come together again on the crisp, lemony finish. Drink now through the end of 2015.",Tate,@JoeCz
72745,72737,Australia,Western Australia,Margaret River,Robert Oatley,Robert Oatley 2013 Finisterre Chardonnay (Margaret River),Chardonnay,33.0,90,Joe Czerwinski,"Made in an elegant, filigreed style, this wine delivers understated hints of smoke, pear and melon. Given time in the glass, some peach notes emerge. Pleasantly plump on the midpalate, the flavors and textures tighten on the crisp finish.",Finisterre,@JoeCz
72755,72747,Australia,Western Australia,Margaret River,Vasse Felix,Vasse Felix 2012 Heytesbury Red (Margaret River),Bordeaux-style Red Blend,110.0,94,Joe Czerwinski,"This vintage, VF's flagship red is a blend of 77% Cabernet Sauvignon, 16% Malbec and 7% Petit Verdot. Although it's full-bodied and lush, it's by no means the world's biggest or ripest Cabernet blend. Instead, it's impeccably balanced and gentle, serving up cassis, vanilla and a touch of baking spices in generous swirls that reach a crescendo on the long finish. Drink now–2030.",Heytesbury,@JoeCz
72765,72756,Australia,South Australia,McLaren Vale,Angove,Angove 2014 Warboys Vineyard Shiraz (McLaren Vale),Shiraz,65.0,93,Joe Czerwinski,"Similar in style to the previous vintage, this ably marries savory notes of roasted meat and spice with ripe, plummy fruit. All those mouthwatering flavors are wrapped in supple tannins, ending on a plush, velvety note.",Warboys Vineyard,@JoeCz
72772,72763,Australia,Western Australia,Margaret River,Cullen,Cullen 2013 Diana Madeline Red (Margaret River),Bordeaux-style Red Blend,109.0,93,Joe Czerwinski,"This is a wonderful counterpoint to Vasse Felix's Heytesbury. Where that wine is lush, this is more austere, with restrained, Bordeaux-reminiscent sensibilities. Smoky, grilled elements frame cassis and mint, finishing with classic firm tannins and admirable length. Drink 2023–2035, although the back label suggests “up to a further 30 years.”",Diana Madeline,@JoeCz
72927,72913,Australia,Victoria,Yarra Valley,Giant Steps,Giant Steps 2013 Sexton Vineyard Pinot Noir (Yarra Valley),Pinot Noir,42.0,91,Joe Czerwinski,"This north-facing slope planted to seven clones of Pinot Noir seems to produce better wines every year. The 2013 is medium-bodied yet creamy-textured and lush, with black cherry fruit framed by cedar and vanilla. It's silky and vibrant on the finish, making it a treat to drink already.",Sexton Vineyard,@JoeCz
73028,73012,Australia,South Australia,McLaren Vale-Adelaide Hills,D'Arenberg,D'Arenberg 2014 The Olive Grove Chardonnay (McLaren Vale-Adelaide Hills),Chardonnay,17.0,90,Joe Czerwinski,"Subtle notes of toasted grain frame citrus and peach fruit in this well-priced offering. It's not the biggest, most robust Chardonnay, but it delivers intensity allied to length, turning lemony on the powerful finish. Drink now–2020.",The Olive Grove,@JoeCz
73029,73013,Australia,South Australia,Adelaide Hills,D'Arenberg,D'Arenberg 2015 The Stump Jump Riesling (Adelaide Hills),Riesling,13.0,90,Joe Czerwinski,"A solid value, this off-dry Riesling features classic scents of lime sherbet, followed by hints of lime, Granny Smith apple and fresh greens. It's light in body, finishing on a refreshing tart yet sweet note.",The Stump Jump,@JoeCz
73032,73016,Australia,South Australia,Coonawarra,Criterion,Criterion 2013 Reserve Cabernet Sauvignon (Coonawarra),Cabernet Sauvignon,18.0,90,Joe Czerwinski,"Criterion is a so-called global brand, offering Italian Pinot Grigio, Rioja and Chianti Classico among other benchmarks. This Coonawarra Cabernet is surprisingly good given that background. It offers cherry, cassis and tobacco notes, medium body and silky tannins. Drink it over the next 5–8 years.",Reserve,@JoeCz
73053,73036,Australia,Western Australia,Margaret River,Wildberry Estate,Wildberry Estate 2013 Two Passions Cabernet Sauvignon (Margaret River),Cabernet Sauvignon,20.0,90,Joe Czerwinski,"This restrained, medium-bodied Cabernet Sauvignon is a solid value. On the nose, cedar, vanilla and cassis elements blend together easily, while brown sugar and vanilla flavors are supported by just enough cassis and black cherry fruit. Drink now–2028.",Two Passions,@JoeCz
73122,73105,Australia,South Australia,South Australia,Hardys,Hardys NV Sparkling Shiraz (South Australia),Shiraz,20.0,86,Joe Czerwinski,"Smells and tastes heavily oaked, with vanilla, smoke and toast layered over notes of blackberry and chocolate. Still, the texture is nice and the wood—if you like that sort of thing—is tasty. Finishes with a slightly drying edge.  Imported by Pacific Wine Partners.",Sparkling,@JoeCz
73167,73150,Australia,South Australia,Clare Valley,Wakefield,Wakefield 2002 St. Andrews Shiraz (Clare Valley),Shiraz,60.0,91,Joe Czerwinski,"Fully mature, this mouthfilling, supple Shiraz shows off Clare's savory side, beginning with beefy notes of bouillon and soy, then adding leather coffee and black olive to the mix. The long finish gracefully blends sweet and savory, then adds a dusting of fine tannins to keep everything in place. Drink now–2015.",St. Andrews,@JoeCz
73171,73154,Australia,South Australia,Clare Valley,Pauletts,Pauletts 2008 Polish Hill River Riesling (Clare Valley),Riesling,26.0,91,Joe Czerwinski,"A rich, amply endowed Clare Riesling, with potent lime aromas accented by touches of petrol, plenty of flavor intensity and a long finish composed of citrus and spice. Hints of baked apple and petrol suggest it may not be the longest-lived Riesling, but it's delicious now and should be good for another five years or so.",Polish Hill River,@JoeCz
73189,73172,Australia,South Australia,Eden Valley,Yalumba,Yalumba 2013 The Virgilius Viognier (Eden Valley),Viognier,45.0,93,Joe Czerwinski,"Another very successful Virgilius, the 2013 comes across as slightly more restrained on the nose, but explodes on the palate with bold flavors of apricot, floral notes and layers of gingery spice. It's a big, rich wine, with a slightly warm but elegant finish. Drink now.",The Virgilius,@JoeCz
73923,73896,Australia,South Australia,Langhorne Creek,Zonte's Footstep,Zonte's Footstep 2009 The Love Symbol Single Site Savignin Blanc Savagnin (Langhorne Creek),Savagnin,15.0,88,Joe Czerwinski,Picked relatively early—the finished alcohol level is only 11%—this is suprisingly soft and round while remaining light in body: It's a charming sylph. The only quibble is that the lime-like flavors fade relatively quickly on the finish.,The Love Symbol Single Site Savignin Blanc,@JoeCz
73934,73907,Australia,South Australia,Barossa Valley,Torbreck,Torbreck 2007 The Pict Mataro (Barossa Valley),Mataro,135.0,88,Joe Czerwinski,"After recently tasting a knockout bottle of the 2005, this was disappointing. Ample cinnamon and mocha notes accent slightly pruny flavors; the tannins are soft, while the acids provide a lemony edge to the finish.",The Pict,@JoeCz
73936,73909,Australia,South Australia,Langhorne Creek,Zonte's Footstep,Zonte's Footstep 2009 Sea Mist Single Site Verdelho (Langhorne Creek),Verdelho,15.0,88,Joe Czerwinski,"Smooth, easy-drinking and lushly textured, this Verdelho features peach and grapefruit notes that stay refreshingly clean and crisp on the finish. It should work well as an apéritif or with many fish dishes.",Sea Mist Single Site,@JoeCz
74253,74224,Australia,South Australia,Adelaide Hills,Penny's Hill,Penny's Hill 2013 The Handshake Chardonnay (Adelaide Hills),Chardonnay,29.0,89,Joe Czerwinski,"The Adelaide Hills is one of Australia's best sources of high-quality Chardonnay. This is a fine example, marrying toasted grain aromas with peach and citrus flavors and a touch of vanilla. It's soft, lush and promises easy drinking over the next year or two.",The Handshake,@JoeCz
74297,74267,Australia,Victoria,Heathcote,Two Hands,Two Hands 2007 Max's Garden Shiraz (Heathcote),Shiraz,60.0,86,Joe Czerwinski,"This ambitious offering from Two Hands is a bit of dissappointment. The bold black cherry fruit seems slightly cooked or raisiny, and there's a grassy, herbal element as well. But it's also nicely concentrated and weighty, with a mouthwatering finish that redeems it.",Max's Garden,@JoeCz
74881,74849,Australia,South Australia,McLaren Vale,R Wines,R Wines 2007 Marquis Philips G.G. Grenache (McLaren Vale),Grenache,20.0,90,Joe Czerwinski,"Rather subdued in fruit on the nose, showing more vanilla and toast, but this really expands on the palate, delivering great fruit sweetness and nuance in a harmoniously round, supple package. Finishes long, warm and spicy at 15.5% alcohol.",Marquis Philips G.G.,@JoeCz
74886,74854,Australia,South Australia,Clarendon,Clarendon Hills,Clarendon Hills 2007 Clarendon Grenache (Clarendon),Grenache,45.0,90,Joe Czerwinski,"The 2007 Clarendon is in a more feminine, approachable style than Roman Bratasiuk's other 2007 Grenaches, featuring dried spices, watermelon and cherry aromas and fine—almost delicate—tannins. Cherry-berry flavors finish with hints of cinnamon and clove. Drink now–2015.",Clarendon,@JoeCz
75148,75114,Australia,South Australia,Barossa Valley,Torbreck,Torbreck 2009 Les Amis Grenache (Barossa Valley),Grenache,188.0,87,Joe Czerwinski,"This aged for 18 months in new French barriques, and the influence of that is marked. Cedary, gently sawdusty notes and a touch of nail polish are apparent on the nose, while the palate is admirably full bodied and richly textured. The finish is generally velvety, but also shows hints of varnish or paint thinner. Overall, the raw materials are impressive, but the wine comes across as a bit disjointed.",Les Amis,@JoeCz
75243,75206,Australia,Victoria,Nagambie Lakes,Tahbilk,Tahbilk 2007 Museum Release Marsanne (Nagambie Lakes),Marsanne,25.0,87,Joe Czerwinski,"A curiosity that's definitely worth trying, as aged Marsanne from anywhere other than Hermitage is a rarity. This features some hints of honey and toast on the nose, followed by notes of citrus and almond. It's round and mouthfilling on the palate, but falls away a bit quickly on the finish.",Museum Release,@JoeCz
75387,75351,Australia,South Australia,McLaren Vale,Andrew Hardy,Andrew Hardy 2005 Ox Shiraz (McLaren Vale),Shiraz,105.0,91,Joe Czerwinski,"This voluptuous, fleshy Shiraz seamlessly blends superripe berries with vanilla, coffee and cocoa notes. It's full-bodied, with a creamy texture that persists through the lengthy finish. Between the touch of warmth and ultrasoft tannins, smart consumers will want to drink this over the near term—now through 2015.",Ox,@JoeCz
