,index,country,province,region_1,winery,title,variety,price,points,taster_name,description,designation,taster_twitter_handle
77781,77743,Italy,Sicily & Sardinia,Terre Siciliane,Di Giovanna,Di Giovanna 2012 Helios Red (Terre Siciliane),Red Blend,26.0,86,Kerin O’Keefe,"This blend of 70% Nero d'Avola and 30% Syrah opens with aromas of blackberry and blue flower. The lean palate is drying out, but still offers a black cherry note and astringent wood tannins that give it an abrupt, drying finish.",Helios,@kerinokeefe
77783,77745,Italy,Sicily & Sardinia,Sicilia,Feudo di Santa Tresa,Feudo di Santa Tresa 2013 Purato Made With Organic Grapes Nero d'Avola (Sicilia),Nero d'Avola,12.0,86,Kerin O’Keefe,"Made from organically farmed fruit, this easygoing Nero d'Avola offers juicy blackberry and sour cherry lightly framed by a white pepper accent. It's simple but well-made, with bright acidity. Pair it with summer salads or pizza.",Purato Made With Organic Grapes,@kerinokeefe
77785,77747,Italy,Southern Italy,Irpinia,I Capitani,I Capitani 2009 Emè Red (Irpinia),Red Blend,30.0,86,Kerin O’Keefe,"This blend of Aglianico, Merlot and Sangiovese opens with aromas of ripe black plum, toasted oak, chocolate and game. The thick, one-dimensional palate is overripe, offering stewed black cherry, prune, vanilla and chocolate alongside drying wood tannins.",Emè,@kerinokeefe
77786,77748,Italy,Southern Italy,Taurasi,Il Cancelliere,Il Cancelliere 2007 Nero Né  (Taurasi),Aglianico,49.0,86,Kerin O’Keefe,"This warm, forward wine has sensations of nail polish remover, underbrush, resin, mature black plum and overripe black cherry. The evolved palate is framed by astringent tannins that dry out the mouth.",Nero Né,@kerinokeefe
77807,77772,Italy,Lombardy,Franciacorta,Barone Pizzini,Barone Pizzini 2012 Naturae Metodo Classico Sparkling (Franciacorta),Sparkling Blend,45.0,91,Kerin O’Keefe,"Delicate, enticing scents of ripe orchard fruit, grilled herb and citrus zest open. The bright, linear palate delivers Bartlett pear, apple, white cherry, ginger and mineral framed in fresh acidity and an elegant perlage. A tangerine note closes the finish.",Naturae Metodo Classico,@kerinokeefe
77810,77775,Italy,Northeastern Italy,Trento,Cesarini Sforza,Cesarini Sforza 2009 Tridentum Rosé Metodo Classico Pinot Nero (Trento),Pinot Nero,30.0,91,Kerin O’Keefe,"Made entirely with Pinot Nero, this opens with delicate aromas of woodland berry, apple, Alpine herb and a whiff of bread crust. The creamy palate offers cherry, strawberry, candied nectarine zest and a note of baking spice alongside a soft, persistent perlage.",Tridentum Rosé Metodo Classico,@kerinokeefe
77828,77793,Italy,Veneto,Valdobbiadene Superiore di Cartizze,Villa Sandi,Villa Sandi 2015 Cartizze Vigna La Rivetta  (Valdobbiadene Superiore di Cartizze),Glera,45.0,91,Kerin O’Keefe,"Intensely fragrant, this lovely sparkler offers enticing aromas of white spring flower and ripe orchard fruit. The savory palate doles out green apple, white peach, tangerine zest and chopped herb while fresh acidity lifts the rich flavors. A creamy perlage lends finesse.",Cartizze Vigna La Rivetta,@kerinokeefe
77861,77824,Italy,Tuscany,Chianti Classico,Losi Querciavalle,Losi Querciavalle 2011 Millennium Gran Selezione  (Chianti Classico),Red Blend,45.0,91,Kerin O’Keefe,"Underbrush, mature black-skinned fruit, worn leather and scorched earth aromas lead the way. The firm, chewy palate offers mature plum, juicy Morello cherry, clove, anise and tobacco framed in tightly wound tannins. Drink 2019–2028.",Millennium Gran Selezione,@kerinokeefe
77941,77905,Italy,Tuscany,Chianti Classico,Carus Vini,Carus Vini 2012 Gàudio Riserva  (Chianti Classico),Red Blend,20.0,85,Kerin O’Keefe,"This offers subdued aromas of scorched earth, toast, grilled herb and mature black-skinned fruit. The lean palate shows raw sour cherry, orange rind and a hint of baking spice alongside grainy, fleeting tannins that leave an astringent finish.",Gàudio Riserva,@kerinokeefe
77945,77909,Italy,Tuscany,Chianti Classico,Fattoria Montecchio,Fattoria Montecchio 2011 Riserva  (Chianti Classico),Red Blend,19.0,85,Kerin O’Keefe,"Made with Sangiovese and 10% Cabernet Sauvignon, this offers aromas that recall floral air freshener and a whiff of mature berry. The simple palate is rather muddled, showing overripe black cherry, a bitter accent of powdered sage and a confectionary note.",Riserva,@kerinokeefe
77961,77926,Italy,Tuscany,Bolgheri,I Greppi,I Greppi 2012 Greppicante  (Bolgheri),Red Blend,20.0,87,Kerin O’Keefe,"The nose isn't very expressive, but the palate offers mature blackberry, dried cherry, ground pepper, espresso and anise alonside assertive, astringent tannins. The dried fruit shows the heat of the vintage so best to drink soon.",Greppicante,@kerinokeefe
77969,77934,Italy,Tuscany,Bolgheri,Caccia al Piano 1868,Caccia al Piano 1868 2012 Ruit Hora  (Bolgheri),Red Blend,30.0,87,Kerin O’Keefe,"Chocolate, coconut, plum and coffee aromas lead the nose on this densely concentrated wine. The monolithic palate offers black cherry, chocolate-covered coconut and oak alongside astringent tannins that dry out the mouth.",Ruit Hora,@kerinokeefe
77970,77935,Italy,Tuscany,Brunello di Montalcino,Camigliano,Camigliano 2009 Gualto Riserva  (Brunello di Montalcino),Sangiovese,55.0,87,Kerin O’Keefe,"Aromas of underbrush, menthol and a whiff of cellar floor carry over to the palate, along with dried cherry and licorice. Astringent tannins provide support.",Gualto Riserva,@kerinokeefe
77971,77936,Italy,Tuscany,Brunello di Montalcino,Castelgiocondo,Castelgiocondo 2009 Ripe al Convento Riserva  (Brunello di Montalcino),Sangiovese,138.0,87,Kerin O’Keefe,"This robust wine features aromas of stewed plum, damp hay and anisette. These carry over to the warm palate, along with dried fruit flavors and the heat of evident alcohol that throws it off balance.",Ripe al Convento Riserva,@kerinokeefe
78063,78028,Italy,Sicily & Sardinia,Terre Siciliane,Occhipinti,Occhipinti 2015 SP 68 Red (Terre Siciliane),Red Blend,30.0,91,Kerin O’Keefe,"A blend of 70% Frappato and 30% Nero d'Avola, this boasts enticing scents of fragrant blue flower, rose and ripe dark-skinned berry. The succulent palate doles out tart red cherry, blackberry, star anise and ground pepper framed in supple tannins and fresh acidity. A mineral note wraps up the finish.",SP 68,@kerinokeefe
78191,78155,Italy,Piedmont,Barolo,Giacomo Grimaldi,Giacomo Grimaldi 2010 Le Coste  (Barolo),Nebbiolo,69.0,87,Kerin O’Keefe,"There's lots of espresso, roasted coffee bean and toasted wood on the nose that carry over to the palate along with black plum and vanilla. But there's not enough fruit richness to stand up to the astringent wood tannins.",Le Coste,@kerinokeefe
78196,78160,Italy,Piedmont,Barolo,Mario Gagliasso,Mario Gagliasso 2010 Torriglione  (Barolo),Nebbiolo,66.0,87,Kerin O’Keefe,"Oak, sweet vanilla, chocolate and plum cake aromas take center stage. The aromas carry on to the palate but there's not enough fruit to stand up to the oak or the astringent wood-driven tannins that leave the mouth feeling dried out.",Torriglione,@kerinokeefe
78199,78163,Italy,Piedmont,Langhe,Ca' del Baio,Ca' del Baio 2011 Bric del Baio Nebbiolo (Langhe),Nebbiolo,25.0,87,Kerin O’Keefe,"This young Nebbiolo is loaded with ripe red cherry and black raspberry sensations accented with notes of white pepper. It's straightforward, with a round, soft palate and velvety tannins. Not an ager so enjoy this soon.",Bric del Baio,@kerinokeefe
78209,78173,Italy,Piedmont,Barolo,Renato Ratti,Renato Ratti 2010 Marcenasco  (Barolo),Nebbiolo,50.0,87,Kerin O’Keefe,"This wine begins with aromas of oak, coffee bean and toast. The palate lacks fruit richness, offering instead dried tobacco leaf, oak extract, espresso, dried sage, vanilla and mocha alongside bitterly astringent tannins.",Marcenasco,@kerinokeefe
78236,78201,Italy,Tuscany,Chianti Classico,Lornano,Lornano 2012 Riserva  (Chianti Classico),Sangiovese,36.0,90,Kerin O’Keefe,"Aromas of French oak, toast, menthol, exotic spice and black-skinned fruit unfold on this. The ripe, savory palate offers fleshy black cherry, vanilla, licorice and coffee framed in firm but velvety tannins that lend structure. Drink 2017–2022.",Riserva,@kerinokeefe
78297,78262,Italy,Piedmont,Barolo,Costa di Bussia,Costa di Bussia 2010 Bussia Vigna Campo dei Buoi  (Barolo),Nebbiolo,55.0,93,Kerin O’Keefe,"This boasts a classic nose of red berry, forest floor, spice rack and a balsamic note. The full-bodied palate delivers juicy red cherry, mature strawberry, clove, grilled herbs and anise alongside firm, fine-grained tannins. An earthy note of truffle closes the finish.",Bussia Vigna Campo dei Buoi,@kerinokeefe
78310,78275,Italy,Tuscany,Bolgheri,Le Macchiole,Le Macchiole 2012 Rosso  (Bolgheri),Red Blend,32.0,93,Kerin O’Keefe,"A blend of Merlot, Cabernet Sauvignon and Syrah, this structured wine opens with aromas of plum, dark-skinned berry and a whiff of clove. The smooth, savory palate doles out black cherry, licorice and tobacco alongside firm, polished tannins.",Rosso,@kerinokeefe
78313,78278,Italy,Piedmont,Barolo,Marchesi di Barolo,Marchesi di Barolo 2011 Sarmassa  (Barolo),Nebbiolo,110.0,93,Kerin O’Keefe,"Red berry, rose, iris, aniseed and forest floor aromas lead the nose on this structured red. The full-bodied palate offers juicy wild cherry, crushed raspberry, coffee, white pepper and cinnamon framed in firm, fine-grained tannins that lend elegance and structure.",Sarmassa,@kerinokeefe
78316,78281,Italy,Piedmont,Barolo,Fratelli Alessandria,Fratelli Alessandria 2011 Gramolere  (Barolo),Nebbiolo,64.0,93,Kerin O’Keefe,"Alluring scents of perfumed berry, underbrush, pipe tobacco and leather come together on this firmly structured wine. The palate delivers mature black cherry, crushed raspberry, sage, rosemary, clove and a hint of cured meat. It's extremely well balanced thanks to assertive, fine-grained tannins and bright acidity.",Gramolere,@kerinokeefe
78319,78284,Italy,Piedmont,Barbera d'Asti,Braida di Giacomo Bologna,Braida di Giacomo Bologna 2013 Bricco dell'Uccellone  (Barbera d'Asti),Barbera,65.0,93,Kerin O’Keefe,"Ground pepper, tilled earth and black-skinned berry aromas all come together on this generous, full-bodied red. The fresh, delicious palate doles out ripe black cherry, black currant, licorice and clove alongside vibrant acidity and polished, fine-grained tannins.",Bricco dell'Uccellone,@kerinokeefe
78325,78290,Italy,Piedmont,Barbera d'Asti,Franco M. Martinetti,Franco M. Martinetti 2012 Bric dei Banditi  (Barbera d'Asti),Barbera,29.0,93,Kerin O’Keefe,"Enticing aromas of violet, dark berry, leather and sweet baking spices lead the way on this vibrant, delicious red. The lively, polished palate doles out juicy wild cherry, black raspberry, cinnamon and clove framed in bright acidity and supple tannins. It boasts elegance and balance.",Bric dei Banditi,@kerinokeefe
78397,78361,Italy,Southern Italy,Fiano di Avellino,Feudi di San Gregorio,Feudi di San Gregorio 2014 Studi Arianiello  (Fiano di Avellino),Fiano,60.0,91,Kerin O’Keefe,"Dried yellow flower, yellow stone fruit and a whiff of acacia honey meld together in the glass. The vibrant, linear palate includes lemon zest, lime, pineapple, dried herb and flinty mineral framed in tangy acidity. A note of wild fennel closes the finish. Hold for even more complexity. Drink through 2024.",Studi Arianiello,@kerinokeefe
78401,78365,Italy,Sicily & Sardinia,Etna,Tornatore,Tornatore 2015 Pietrarizzo Bianco  (Etna),Carricante,41.0,91,Kerin O’Keefe,"Alluring scents of linden blossom, Spanish broom, orchard fruit and Mediterranean herb lead the nose. The young, racy palate delivers ripe Bartlett pear, juicy lime, lemon and steely mineral while a hint of acacia honey closes the vibrant finish. Give this one time. Drink 2018 through 2025.",Pietrarizzo Bianco,@kerinokeefe
78403,78367,Italy,Southern Italy,Greco di Tufo,Villa Raiano,Villa Raiano 2014 Contrada Marotta  (Greco di Tufo),Greco,30.0,91,Kerin O’Keefe,"Aromas of citrus, orchard fruit and crushed stone slowly take shape on this elegant white. On the vibrant, linear palate, a mineral vein and a smoky note add depth to crisp green apple, peach and tangerine. Racy acidity leads to a crisp, clean finish. Hold a few years to let this fully develop. Drink 2028–2024.",Contrada Marotta,@kerinokeefe
78556,78521,Italy,Piedmont,Barbaresco,Ca'Romè,Ca'Romè 2011 Rio Sordo  (Barbaresco),Nebbiolo,97.0,89,Kerin O’Keefe,"Subtle aromas include crushed flower, forest floor, graphite, black berry and a note of menthol. The ripe palate offers red cherry-berry and a hint of cinnamon alongside muted but drying tannins. Drink through 2021.",Rio Sordo,@kerinokeefe
78558,78523,Italy,Piedmont,Barbaresco,Ceretto,Ceretto 2011 Asili  (Barbaresco),Nebbiolo,195.0,89,Kerin O’Keefe,"From one of the most esteemed vineyards in the denomination, this features aromas of oak, toast, black berry and a whiff of rubber. The palate offers plum, black cherry, roasted coffee bean, spearmint and vanilla alongside bracing tannins.",Asili,@kerinokeefe
78573,78537,Italy,Piedmont,Barolo,Domenico Clerico,Domenico Clerico 2010 Aeroplanservaj  (Barolo),Nebbiolo,110.0,89,Kerin O’Keefe,"Aromas of fresh violet, blue lilac, mint, menthol and orange zest take center stage. The ethereal fragrance doesn't carry over to the palate however, which displays oak extract, dried cherry, espresso, dried sage and roasted coffee bean alongside bitterly astringent wood tannins that dry out the mouth and generate an abrupt finish.",Aeroplanservaj,@kerinokeefe
78574,78538,Italy,Piedmont,Langhe,Elvio Cogno,Elvio Cogno 2013 Montegrilli Nebbiolo (Langhe),Nebbiolo,32.0,89,Kerin O’Keefe,"Vibrant and savory, this fresh Nebbiolo doles out blue flower, crushed red cherry and black raspberry flavors. Accents of white pepper add depth while supple tannins and bright acidity create balance. It finishes on a succulent note.",Montegrilli,@kerinokeefe
78576,78540,Italy,Italy Other,Vino da Tavola,Frank Cornelissen,Frank Cornelissen 2012 Munjebel Rosso 9 Nerello Mascalese (Vino da Tavola),Nerello Mascalese,40.0,89,Kerin O’Keefe,"This wine is produced solely with Nerello Mascalese grapes aged in terra cotta vessels and made with no selected yeasts or added sulfites. It offers concentrated black cherry, raspberry and licorice flavors accented with cracked black pepper and smoky mineral alongside big but velvety tannins. The warmth of alcohol marks the close.",Munjebel Rosso 9,@kerinokeefe
78604,78567,Italy,Piedmont,Barbaresco,Collina Serragrilli,Collina Serragrilli 2013 Serragrilli  (Barbaresco),Nebbiolo,60.0,87,Kerin O’Keefe,"This opens with aromas of toasted oak, coffee, underbrush and a hint of fig. The full-bodied palate shows oak, espresso, hazelnut, dark pepper and clove but not much fruit. Assertive tannins grip the finish.",Serragrilli,@kerinokeefe
78631,78594,Italy,Sicily & Sardinia,Passito di Pantelleria,Donnafugata,Donnafugata 2014 Ben Ryé  (Passito di Pantelleria),Zibibbo,39.0,93,Kerin O’Keefe,"Made from 100% dried Zibibbo grapes, this classic dessert wine opens with intense raw apricot, date and orange marmalade aromas. It's fresh, full-bodied and elegant on palate, with layers of ripe fig, tangerine zest, chestnut honey and eucalyptus flavors that persist long into the finish.",Ben Ryé,@kerinokeefe
78639,78602,Italy,Piedmont,Barbaresco,La Ca' Nova,La Ca' Nova 2014 Montestefano  (Barbaresco),Nebbiolo,50.0,93,Kerin O’Keefe,"Aromatic herb, woodland berry, violet, citrus zest and tilled soil scents take shape in the glass. The succulent, linear palate doles out cranberry, red cherry white pepper and star anise flavors, bolstered by a backbone of firm, refined tannins and bright acidity.",Montestefano,@kerinokeefe
78676,78639,Italy,Piedmont,Barolo,Sordo,Sordo 2013 Gabutti  (Barolo),Nebbiolo,49.0,87,Kerin O’Keefe,"Underbrush, leather, pressed rose and dark spice aromas lead the nose. The tight full-bodied palate opens with raw sour cherry, pomegranate and star anise alongside assertive tannins but it falls apart quickly, leaving an abrupt lean finish.",Gabutti,@kerinokeefe
78678,78641,Italy,Piedmont,Barbaresco,La Spinetta,La Spinetta 2013 Valeirano  (Barbaresco),Nebbiolo,100.0,87,Kerin O’Keefe,"This opens with aromas suggesting new oak, new leather, coconut, dried herb and a whiff of underbrush. The assertive palate shows oak, licorice, a green note of powdered sage and the barest hint of dried sour cherry. Grainy wood-driven tannins lead to a raspy finish. Give the tannins a few more years to soften then drink before the remaining fruit dries up.",Valeirano,@kerinokeefe
78700,78663,Italy,Tuscany,Chianti Classico,Marchesi Antinori,Marchesi Antinori 2009 Badia a Passignano Riserva  (Chianti Classico),Sangiovese,60.0,91,Kerin O’Keefe,"Made entirely with Sangiovese, this wine starts with scents of blue flower, plum, leather and spice. The palate delivers juicy black cherry and raspberry layered with vanilla and dark chocolate notes that add to the depth of flavors. The firm tannins are ripe and round, giving this structure but also a smooth texture.",Badia a Passignano Riserva,@kerinokeefe
78702,78665,Italy,Tuscany,Morellino di Scansano,Poggio Argentiera,Poggio Argentiera 2011 Bellamarsilia  (Morellino di Scansano),Red Blend,16.0,91,Kerin O’Keefe,"Blue flower, red berries and Mediterranean herbs take center stage in this delicious blend of 85% Sangiovese and 15% Ciliegiolo. The bright, lively palate offers a solid core of black cherry and raspberry layered with black pepper and thyme. It's extremely inviting and approachable now, so enjoy soon. Vos Selections, Tosco Wine.",Bellamarsilia,@kerinokeefe
78763,78726,Italy,Tuscany,Bolgheri Superiore,Michele Satta,Michele Satta 2012 I Castagni  (Bolgheri Superiore),Red Blend,118.0,92,Kerin O’Keefe,"Made of 50% Cabernet Sauvignon, 40% Syrah and 10% Teroldego, this boasts alluring ripe black currant and white pepper aromas, with a whiff of graphite. The firm palate offers juicy blackberry, black plum and tobacco notes, held together by polished tannins. Enjoy now–2025.",I Castagni,@kerinokeefe
78768,78731,Italy,Tuscany,Vino Nobile di Montepulciano,Tenuta Valdipiatta,Tenuta Valdipiatta 2013 Vigna d'Alfiero  (Vino Nobile di Montepulciano),Sangiovese,45.0,92,Kerin O’Keefe,"Alluring violet, perfumed berry, truffle and Mediterrenean herb aromas emerge in the glass. The palate is firm and packed with black cherry, raspberry and licorice flavors, with assertive, fine-grained tannins that give the finish grip. Give it time to fully develop. Drink after 2020.",Vigna d'Alfiero,@kerinokeefe
78772,78735,Italy,Tuscany,Vino Nobile di Montepulciano,Boscarelli,Boscarelli 2012 Riserva  (Vino Nobile di Montepulciano),Red Blend,53.0,92,Kerin O’Keefe,"This structured red offers plum, violet, toast, balsamic and menthol aromas. The taut palate delivers red cherry, crushed raspberry, licorice and orange zest flavors, set against fine-grained tannins. An espresso note closes the finish.",Riserva,@kerinokeefe
78790,78753,Italy,Tuscany,Chianti Classico,Collazzi,Collazzi 2012 I Bastioni  (Chianti Classico),Red Blend,24.0,88,Kerin O’Keefe,"Here's an easygoing blend of Sangiovese, 18% Merlot and 2% Malvasia Nera that opens with aromas of wild berry, violet and a whiff of baking spice. The fresh palate offers crushed wild cherry, raspberry, white pepper and a sprinkle of cinnamon alongside sleek tannins.",I Bastioni,@kerinokeefe
78791,78754,Italy,Tuscany,Chianti Rufina,Colognole,Colognole 2009 Riserva  (Chianti Rufina),Sangiovese,35.0,88,Kerin O’Keefe,"Dark berry, purple iris and a whiff of cake spice float from the glass. The palate offers up black cherry, blackberry, clove and cinnamon alongside round, smooth tannins. It's already extremely accessible and will provide easy-drinking pleasure for the next few years. Drink through 2018.",Riserva,@kerinokeefe
78794,78757,Italy,Tuscany,Chianti,Fattorie Parri,Fattorie Parri 2012 Tenuta Il Monte  (Chianti),Red Blend,18.0,88,Kerin O’Keefe,"This medium-bodied red opens with aromas of red berry, tilled earth, underbrush and dried herb. The firm palate doles out black cherry, plum, licorice and crushed mint alongside modest acidity and fine-grained tannins. Drink through 2017.",Tenuta Il Monte,@kerinokeefe
78796,78759,Italy,Tuscany,Chianti Rufina,Grati,Grati 2013 Villa di Vetrice  (Chianti Rufina),Red Blend,19.0,88,Kerin O’Keefe,"This vibrant wine opens with aromas that recall tilled soil, iris, strawberry and an earthy note of porcini mushroom. The racy palate offers underripe wild cherry, grilled herb and a hint of baking spice while smooth tannins and bright acidity provide an easy-drinking framework.",Villa di Vetrice,@kerinokeefe
78803,78766,Italy,Tuscany,Chianti Colli Fiorentini,La Querce,La Querce 2012 La Torretta  (Chianti Colli Fiorentini),Red Blend,23.0,87,Kerin O’Keefe,"Aromas of toast, coconut and ripe black-skinned fruit lead the nose. The soft, one-dimensional palate doles out fleshy black cherry, vanilla and mocha alongside round but rather drying tannins.",La Torretta,@kerinokeefe
78892,78853,Italy,Tuscany,Brunello di Montalcino,Altesino,Altesino 2011 Montosoli  (Brunello di Montalcino),Sangiovese,100.0,93,Kerin O’Keefe,"Wild berry, sunbaked soil, chopped mint, leather and menthol aromas meld together on this on this impressive wine. The bright, juicy palate doles out ripe wild cherry, crushed raspberry, mint, anise, clove and a hint of tobacco. Fresh acidity and velvety tannins offset the chewy fruit flavors and lend balance. Drink through 2023.",Montosoli,@kerinokeefe
78894,78855,Italy,Tuscany,Brunello di Montalcino,Donatella Cinelli Colombini,Donatella Cinelli Colombini 2010 Riserva  (Brunello di Montalcino),Sangiovese,133.0,93,Kerin O’Keefe,"Truffle, leather, scorched earth, menthol and steeped plum aromas lead the way on this full-bodied red. The brawny palate offers dried black cherry steeped in spirits, blackberry confiture, licorice, cinnamon and mocha alongside a backbone of fine-grained tannins. You can barely detect the warmth of alcohol on the finish. Give it a few more years to fully come together. Drink 2018–2026.",Riserva,@kerinokeefe
78989,78953,Italy,Piedmont,Barbera d'Asti Superiore,Bersano,Bersano 2015 Cremosina  (Barbera d'Asti Superiore),Barbera,26.0,88,Kerin O’Keefe,"This opens with spiced blueberry, red plum and tilled earth aromas while the medium-bodied palate doles out blackberry, black cherry and clove flavors. Fine-grained tannins and firm acidity provide support. Drink through 2020.",Cremosina,@kerinokeefe
78994,78958,Italy,Piedmont,Barbaresco,Ceretto,Ceretto 2014 Bernardot  (Barbaresco),Nebbiolo,121.0,88,Kerin O’Keefe,"This opens with French oak, vanilla, toast and coconut aromas. The oak-derived qualities carry over to palate, along with sour cherry, raspberry compote and espresso flavors while tight, close-grained tannins grip the finish.",Bernardot,@kerinokeefe
78997,78961,Italy,Piedmont,Barbaresco,Collina Serragrilli,Collina Serragrilli 2014 Serragrilli  (Barbaresco),Nebbiolo,50.0,88,Kerin O’Keefe,"This offers oak, toast, espresso, eucalyptus and earthy game aromas. The tight, no-frills palate offers Marasca cherry, mocha, orange peel and roasted coffee bean flavors. Close-grained tannins leave a firm finish.",Serragrilli,@kerinokeefe
79039,79003,Italy,Tuscany,Toscana,Poggio al Casone,Poggio al Casone 2011 Casone Red (Toscana),Red Blend,30.0,86,Kerin O’Keefe,"A blend of Sangiovese and Syrah, this opens with aromas of toasted oak, roasted coffee beans, wood-driven spice and a whiff of barnyard. The palate shows dried black fruit, black pepper and a gamy note. The bracing tannins are still tightly wound but it's shy on freshness and fruit richness so drink sooner rather than later.",Casone,@kerinokeefe
79042,79006,Italy,Italy Other,Vino Spumante,Stemmari,Stemmari NV Baci Vivaci Grillo (Vino Spumante),Grillo,11.0,86,Kerin O’Keefe,"A fun and informal sparkler, made from the native Sicilian grape Grillo, this opens with aromas of white flowers and acacia. The lively palate offers white peach, green apple and pineapple alongside bright acidity and persistent bubbles.",Baci Vivaci,@kerinokeefe
79043,79007,Italy,Tuscany,Toscana,Agricoltori del Chianti Geografico,Agricoltori del Chianti Geografico 2012 Ferraiolo Red (Toscana),Red Blend,40.0,86,Kerin O’Keefe,"This blend of Cabernet Sauvignon and Sangiovese has a rather inexpressive nose that eventually reveals bell pepper, cedar and spice. The palate offers dried black cherries, oak, sawdust and oak-driven spice while astringent wood tannins give it an abrupt, drying finish. It lacks vibrancy and there's not enough fruit richness to stand up to the oak.",Ferraiolo,@kerinokeefe
79049,79013,Italy,Tuscany,Toscana,Castello di Montepò,Castello di Montepò 2011 Braccale Red (Toscana),Red Blend,30.0,86,Kerin O’Keefe,"Aromas of scorched earth, toasted oak, espresso and a gamy note lead the nose. The extracted palate offers blackberry extract, bitter sage and crushed black pepper alongside drying but fleeting tannins.",Braccale,@kerinokeefe
79212,79173,Italy,Tuscany,Rosso di Montepulciano,Bindella,Bindella 2014 Fossolupaio  (Rosso di Montepulciano),Red Blend,18.0,88,Kerin O’Keefe,"Made with 85% Sangiovese and 15% Syrah, this offers aromas of black currant and aromatic herb. The fresh, easygoing palate doles out red cherry, thyme and a hint of ground pepper framed in round tannins. Enjoy soon.",Fossolupaio,@kerinokeefe
79236,79199,Italy,Piedmont,Barolo,Giacomo Grimaldi,Giacomo Grimaldi 2011 Sotto Castello di Novello  (Barolo),Nebbiolo,60.0,90,Kerin O’Keefe,"Woodland berry, pressed violet, dark cooking spice, truffle and new leather aromas unfold on this brawny wine. The full-bodied palate doles out ripe black cherry, ground pepper, licorice and tobacco accompanied by velvety tannins. It closes on notes of menthol and the warmth of alcohol. Drink 2018–2028.",Sotto Castello di Novello,@kerinokeefe
79244,79207,Italy,Piedmont,Barolo,Virna Borgogno,Virna Borgogno 2011 Cannubi Boschis  (Barolo),Nebbiolo,75.0,90,Kerin O’Keefe,"Stewed prune marinated in spirits, coconut, espresso and grilled herb aromas unfold in the glass. The firm palate offers dark cherry, coffee, anise and tobacco alongside bracing tannins bright acidity. Best after 2019.",Cannubi Boschis,@kerinokeefe
79248,79211,Italy,Piedmont,Barbaresco,Musso,Musso 2012 Pora  (Barbaresco),Nebbiolo,38.0,90,Kerin O’Keefe,"Rose, violet, baking spice and red berry aromas come together on this graceful wine. The bright, subtle palate offers crushed raspberry, red cherry and white pepper alongside fine-grained tannins. A star anise note signals the close.",Pora,@kerinokeefe
79252,79215,Italy,Piedmont,Barbera d'Alba,Palladino,Palladino 2012 Bricco delle Olive  (Barbera d'Alba),Barbera,27.0,90,Kerin O’Keefe,"Aromas of toast, espresso, ripe berry and menthol lead the nose. The round, savory palate doles out juicy black cherry, blackberry, clove, chopped herb and game alongside chewy tannins. A coffee note closes the finish.",Bricco delle Olive,@kerinokeefe
79261,79224,Italy,Piedmont,Barolo,Elio Grasso,Elio Grasso 2008 Runcot Riserva  (Barolo),Nebbiolo,160.0,90,Kerin O’Keefe,"Aromas of mature berry, espresso, exotic spice and a whiff of menthol emerge on this full-bodied red. The palate shows dried black cherry, coconut, licorice and roasted coffee bean alongside fine-grained tannins. This isn't a classic Nebbiolo but it's polished, balanced and will appeal to those who enjoy oak-driven sensations.",Runcot Riserva,@kerinokeefe
79262,79225,Italy,Piedmont,Barbera d'Alba,Elvio Cogno,Elvio Cogno 2013 Bricco dei Merli  (Barbera d'Alba),Barbera,35.0,90,Kerin O’Keefe,"Aromas of mature dark-skinned fruit, scorched earth, exotic spice and a whiff of blue flower lead the way. The vibrant, savory palate doles out juicy black cherry, plum, ground pepper and anise set in a framework of racy acidity and softly polished tannins. Enjoy through 2018.",Bricco dei Merli,@kerinokeefe
79266,79229,Italy,Veneto,Amarone della Valpolicella Classico,Domìni Veneti,Domìni Veneti 2008 San Rocco  (Amarone della Valpolicella Classico),Red Blend,80.0,87,Kerin O’Keefe,"Dense and extracted, this opens with aromas of roasted herbs, leafy underbrush, vanilla and plum cake. The syrupy palate offers blueberry extract and sweet baking spices framed by grippy tannins.",San Rocco,@kerinokeefe
79271,79234,Italy,Veneto,Amarone della Valpolicella,Villa Canestrari,Villa Canestrari 2005 10 Anni Riserva  (Amarone della Valpolicella),Red Blend,300.0,87,Kerin O’Keefe,"Packaged in an extremely heavy bottle, this features aromas of mocha, vanilla, mature black plum and grilled sage. The evolved palate offers up prune, raisin, black pepper and roasted coffee bean but it lacks the fruit richness to support the oak.",10 Anni Riserva,@kerinokeefe
79273,79236,Italy,Central Italy,Lambrusco Grasparossa di Castelvetro,Zanasi,Zanasi 2012 Piè Franco Secco  (Lambrusco Grasparossa di Castelvetro),Lambrusco Grasparossa,25.0,87,Kerin O’Keefe,"Aromas of cassis, spicy black plum and juicy blackberry follow through to the palate, balanced by ripe, round tannins. A licorice note signals the finish.",Piè Franco Secco,@kerinokeefe
79281,79244,Italy,Central Italy,Montefalco Rosso,Campo della Maestà,Campo della Maestà 2008 Riserva  (Montefalco Rosso),Red Blend,30.0,87,Kerin O’Keefe,"This opens with aromas of woodshop, sawdust, roasted coffee bean and a whiff of berry. The evolved palate delivers mocha, vanilla, toasted wood and dried black cherry alongside fleeting tannins.",Riserva,@kerinokeefe
